timestamp,area,hour,day_of_week,month,temperature,humidity,wind_speed,solar_radiation,heat_index,estimated_wbgt,estimated_utci,thermal_stress_score,elderly,children,outdoor_workers,population_density,housing_vulnerability,healthcare_vulnerability,vulnerability_score,risk_score
2025-03-01 20:00:00,Tadepalligudem,20,5,3,38.6,24.0,14.1,0.0,38.5,27.7,37.9,47.9,45.0,40.0,72.0,65.0,55.0,40.0,55.0,50.0
2025-03-01 21:00:00,Tadepalligudem,21,5,3,36.6,33.5,11.5,0.0,38.1,28.0,36.0,46.1,45.0,40.0,72.0,65.0,55.0,40.0,55.0,48.8
2025-03-01 22:00:00,Tadepalligudem,22,5,3,34.0,40.1,11.4,0.0,35.5,26.8,33.1,38.2,45.0,40.0,72.0,65.0,55.0,40.0,55.0,43.2
2025-03-01 23:00:00,Tadepalligudem,23,5,3,34.7,37.7,7.9,0.0,36.0,27.0,34.4,40.4,45.0,40.0,72.0,65.0,55.0,40.0,55.0,44.8
2025-03-02 00:00:00,Tadepalligudem,0,6,3,32.3,47.3,10.2,0.0,34.3,26.3,31.7,34.6,45.0,40.0,72.0,65.0,55.0,40.0,55.0,40.7
2025-03-02 01:00:00,Tadepalligudem,1,6,3,31.0,49.7,9.3,0.0,32.6,25.5,30.4,30.0,45.0,40.0,72.0,65.0,55.0,40.0,55.0,37.5
2025-03-02 02:00:00,Tadepalligudem,2,6,3,30.7,48.0,8.2,0.0,31.8,25.0,30.1,28.0,45.0,40.0,72.0,65.0,55.0,40.0,55.0,36.1
2025-03-02 03:00:00,Tadepalligudem,3,6,3,29.0,50.7,9.8,0.0,29.7,23.8,27.8,21.2,45.0,40.0,72.0,65.0,55.0,40.0,55.0,31.3
2025-03-02 04:00:00,Tadepalligudem,4,6,3,28.9,53.9,8.8,0.0,30.0,24.1,28.2,22.5,45.0,40.0,72.0,65.0,55.0,40.0,55.0,32.2
2025-03-02 05:00:00,Tadepalligudem,5,6,3,27.7,55.9,9.0,0.0,28.6,23.2,26.7,17.9,45.0,40.0,72.0,65.0,55.0,40.0,55.0,29.0
2025-03-02 06:00:00,Tadepalligudem,6,6,3,28.2,55.2,15.2,10.1,29.2,23.6,25.6,18.1,45.0,40.0,72.0,65.0,55.0,40.0,55.0,29.2
2025-03-02 07:00:00,Tadepalligudem,7,6,3,29.4,53.1,6.4,192.3,30.6,24.7,30.9,26.9,45.0,40.0,72.0,65.0,55.0,40.0,55.0,35.3
2025-03-02 08:00:00,Tadepalligudem,8,6,3,30.1,51.0,11.5,436.6,31.4,25.3,31.9,29.9,45.0,40.0,72.0,65.0,55.0,40.0,55.0,37.4
2025-03-02 09:00:00,Tadepalligudem,9,6,3,31.5,47.4,15.6,501.1,32.9,26.1,32.8,33.9,45.0,40.0,72.0,65.0,55.0,40.0,55.0,40.2
2025-03-02 10:00:00,Tadepalligudem,10,6,3,33.1,45.1,17.0,626.8,35.2,27.3,35.2,40.9,45.0,40.0,72.0,65.0,55.0,40.0,55.0,45.1
2025-03-02 11:00:00,Tadepalligudem,11,6,3,33.2,44.5,11.6,779.2,35.2,27.7,37.4,43.8,45.0,40.0,72.0,65.0,55.0,40.0,55.0,47.2
2025-03-02 12:00:00,Tadepalligudem,12,6,3,35.1,38.9,10.7,737.4,37.1,28.5,39.3,49.2,45.0,40.0,72.0,65.0,55.0,40.0,55.0,50.9
2025-03-02 13:00:00,Tadepalligudem,13,6,3,36.8,32.4,12.6,736.3,38.1,28.8,40.6,52.1,45.0,40.0,72.0,65.0,55.0,40.0,55.0,53.0
2025-03-02 14:00:00,Tadepalligudem,14,6,3,38.9,27.8,17.0,641.5,40.2,29.4,42.1,57.0,45.0,40.0,72.0,65.0,55.0,40.0,55.0,56.4
2025-03-02 15:00:00,Tadepalligudem,15,6,3,38.1,31.8,10.9,563.0,40.3,29.6,41.5,56.8,45.0,40.0,72.0,65.0,55.0,40.0,55.0,56.3
2025-03-02 16:00:00,Tadepalligudem,16,6,3,39.5,28.4,11.5,394.5,41.5,29.9,42.0,59.2,45.0,40.0,72.0,65.0,55.0,40.0,55.0,57.9
2025-03-02 17:00:00,Tadepalligudem,17,6,3,38.7,30.9,14.7,201.5,41.0,29.5,39.6,55.5,45.0,40.0,72.0,65.0,55.0,40.0,55.0,55.3
2025-03-02 18:00:00,Tadepalligudem,18,6,3,39.6,26.3,14.2,5.8,40.9,29.1,39.4,54.5,45.0,40.0,72.0,65.0,55.0,40.0,55.0,54.6
2025-03-02 19:00:00,Tadepalligudem,19,6,3,38.4,34.3,14.0,0.0,41.8,29.6,38.2,55.2,45.0,40.0,72.0,65.0,55.0,40.0,55.0,55.1
2025-03-02 20:00:00,Tadepalligudem,20,6,3,37.2,34.8,9.6,0.0,39.7,28.7,37.2,50.3,45.0,40.0,72.0,65.0,55.0,40.0,55.0,51.7
2025-03-02 21:00:00,Tadepalligudem,21,6,3,37.3,35.6,9.2,0.0,40.1,28.9,37.4,51.3,45.0,40.0,72.0,65.0,55.0,40.0,55.0,52.4
2025-03-02 22:00:00,Tadepalligudem,22,6,3,36.0,37.3,12.6,0.0,38.2,28.1,35.3,45.7,45.0,40.0,72.0,65.0,55.0,40.0,55.0,48.5
2025-03-02 23:00:00,Tadepalligudem,23,6,3,35.2,37.9,8.0,0.0,37.0,27.5,35.1,43.1,45.0,40.0,72.0,65.0,55.0,40.0,55.0,46.7
2025-03-03 00:00:00,Tadepalligudem,0,0,3,32.3,44.8,9.2,0.0,33.7,26.0,31.7,33.4,45.0,40.0,72.0,65.0,55.0,40.0,55.0,39.9
2025-03-03 01:00:00,Tadepalligudem,1,0,3,31.7,48.4,11.2,0.0,33.5,25.9,30.7,32.0,45.0,40.0,72.0,65.0,55.0,40.0,55.0,38.9
2025-03-03 02:00:00,Tadepalligudem,2,0,3,30.4,53.9,8.3,0.0,32.4,25.4,30.2,29.4,45.0,40.0,72.0,65.0,55.0,40.0,55.0,37.1
2025-03-03 03:00:00,Tadepalligudem,3,0,3,31.1,50.6,7.0,0.0,32.9,25.7,31.1,31.4,45.0,40.0,72.0,65.0,55.0,40.0,55.0,38.5
2025-03-03 04:00:00,Tadepalligudem,4,0,3,28.3,57.1,8.8,0.0,29.6,23.9,27.6,21.1,45.0,40.0,72.0,65.0,55.0,40.0,55.0,31.3
2025-03-03 05:00:00,Tadepalligudem,5,0,3,29.2,54.9,9.7,0.0,30.6,24.5,28.4,24.1,45.0,40.0,72.0,65.0,55.0,40.0,55.0,33.4
2025-03-03 06:00:00,Tadepalligudem,6,0,3,28.5,52.7,12.6,0.0,29.3,23.6,26.5,19.1,45.0,40.0,72.0,65.0,55.0,40.0,55.0,29.9
2025-03-03 07:00:00,Tadepalligudem,7,0,3,29.6,50.5,12.2,198.4,30.5,24.5,29.4,25.0,45.0,40.0,72.0,65.0,55.0,40.0,55.0,34.0
2025-03-03 08:00:00,Tadepalligudem,8,0,3,29.9,52.6,9.1,376.5,31.3,25.3,32.1,30.0,45.0,40.0,72.0,65.0,55.0,40.0,55.0,37.5
2025-03-03 09:00:00,Tadepalligudem,9,0,3,31.7,49.0,15.4,557.4,33.6,26.6,33.6,36.3,45.0,40.0,72.0,65.0,55.0,40.0,55.0,41.9
2025-03-03 10:00:00,Tadepalligudem,10,0,3,32.0,45.2,14.8,662.4,33.3,26.5,34.5,36.7,45.0,40.0,72.0,65.0,55.0,40.0,55.0,42.2
2025-03-03 11:00:00,Tadepalligudem,11,0,3,34.6,48.5,17.0,738.7,39.2,29.3,38.1,51.7,45.0,40.0,72.0,65.0,55.0,40.0,55.0,52.7
2025-03-03 12:00:00,Tadepalligudem,12,0,3,36.3,37.9,16.5,742.1,39.0,29.2,39.7,52.9,45.0,40.0,72.0,65.0,55.0,40.0,55.0,53.5
2025-03-03 13:00:00,Tadepalligudem,13,0,3,36.6,35.4,15.1,712.3,38.7,29.0,40.0,52.5,45.0,40.0,72.0,65.0,55.0,40.0,55.0,53.2
2025-03-03 14:00:00,Tadepalligudem,14,0,3,39.5,25.0,11.0,666.7,40.3,29.5,43.5,58.7,45.0,40.0,72.0,65.0,55.0,40.0,55.0,57.6
2025-03-03 15:00:00,Tadepalligudem,15,0,3,38.8,32.6,12.2,531.9,41.9,30.3,42.1,60.4,45.0,40.0,72.0,65.0,55.0,40.0,55.0,58.8
2025-03-03 16:00:00,Tadepalligudem,16,0,3,39.2,30.8,15.1,356.7,41.9,30.0,41.1,58.9,45.0,40.0,72.0,65.0,55.0,40.0,55.0,57.7
2025-03-03 17:00:00,Tadepalligudem,17,0,3,39.8,26.7,15.7,247.7,41.4,29.5,41.1,57.4,45.0,40.0,72.0,65.0,55.0,40.0,55.0,56.7
2025-03-03 18:00:00,Tadepalligudem,18,0,3,38.4,31.8,15.6,0.0,40.8,29.2,38.0,53.2,45.0,40.0,72.0,65.0,55.0,40.0,55.0,53.7
2025-03-03 19:00:00,Tadepalligudem,19,0,3,38.6,30.7,14.0,0.0,40.8,29.1,38.3,53.3,45.0,40.0,72.0,65.0,55.0,40.0,55.0,53.8
2025-03-03 20:00:00,Tadepalligudem,20,0,3,38.7,28.3,11.2,0.0,40.1,28.7,38.5,52.0,45.0,40.0,72.0,65.0,55.0,40.0,55.0,52.9
2025-03-03 21:00:00,Tadepalligudem,21,0,3,36.7,34.3,15.6,0.0,38.6,28.2,35.7,46.7,45.0,40.0,72.0,65.0,55.0,40.0,55.0,49.2
2025-03-03 22:00:00,Tadepalligudem,22,0,3,35.9,35.0,12.8,0.0,37.4,27.6,35.0,43.6,45.0,40.0,72.0,65.0,55.0,40.0,55.0,47.0
2025-03-03 23:00:00,Tadepalligudem,23,0,3,35.5,40.6,6.1,0.0,38.4,28.2,36.0,46.8,45.0,40.0,72.0,65.0,55.0,40.0,55.0,49.3
2025-03-04 00:00:00,Tadepalligudem,0,1,3,32.8,48.6,7.6,0.0,35.5,26.9,33.0,38.3,45.0,40.0,72.0,65.0,55.0,40.0,55.0,43.3
2025-03-04 01:00:00,Tadepalligudem,1,1,3,32.0,49.5,6.8,0.0,34.2,26.3,32.2,35.0,45.0,40.0,72.0,65.0,55.0,40.0,55.0,41.0
2025-03-04 02:00:00,Tadepalligudem,2,1,3,30.6,44.9,6.4,0.0,31.1,24.5,30.2,26.4,45.0,40.0,72.0,65.0,55.0,40.0,55.0,35.0
2025-03-04 03:00:00,Tadepalligudem,3,1,3,29.6,51.4,13.2,0.0,30.7,24.4,27.7,23.3,45.0,40.0,72.0,65.0,55.0,40.0,55.0,32.8
2025-03-04 04:00:00,Tadepalligudem,4,1,3,28.3,56.2,9.7,0.0,29.5,23.8,27.3,20.5,45.0,40.0,72.0,65.0,55.0,40.0,55.0,30.9
2025-03-04 05:00:00,Tadepalligudem,5,1,3,29.9,50.3,12.8,0.0,30.9,24.6,28.1,24.3,45.0,40.0,72.0,65.0,55.0,40.0,55.0,33.5
2025-03-04 06:00:00,Tadepalligudem,6,1,3,29.2,52.9,11.0,11.6,30.3,24.2,27.9,22.7,45.0,40.0,72.0,65.0,55.0,40.0,55.0,32.4
2025-03-04 07:00:00,Tadepalligudem,7,1,3,29.4,54.5,11.5,184.5,30.8,24.8,29.5,25.9,45.0,40.0,72.0,65.0,55.0,40.0,55.0,34.6
2025-03-04 08:00:00,Tadepalligudem,8,1,3,31.0,53.6,17.3,344.1,33.4,26.3,31.3,33.3,45.0,40.0,72.0,65.0,55.0,40.0,55.0,39.8
2025-03-04 09:00:00,Tadepalligudem,9,1,3,30.6,51.1,13.5,545.0,32.2,25.9,32.7,32.6,45.0,40.0,72.0,65.0,55.0,40.0,55.0,39.3
2025-03-04 10:00:00,Tadepalligudem,10,1,3,32.7,45.9,12.0,637.2,34.6,27.2,35.9,40.8,45.0,40.0,72.0,65.0,55.0,40.0,55.0,45.1
2025-03-04 11:00:00,Tadepalligudem,11,1,3,35.0,41.4,16.4,707.1,37.6,28.6,38.0,48.6,45.0,40.0,72.0,65.0,55.0,40.0,55.0,50.5
2025-03-04 12:00:00,Tadepalligudem,12,1,3,36.1,39.6,12.5,765.7,39.2,29.4,40.4,54.2,45.0,40.0,72.0,65.0,55.0,40.0,55.0,54.4
2025-03-04 13:00:00,Tadepalligudem,13,1,3,36.9,37.5,14.8,739.7,40.0,29.7,40.7,55.9,45.0,40.0,72.0,65.0,55.0,40.0,55.0,55.6
2025-03-04 14:00:00,Tadepalligudem,14,1,3,38.5,34.6,16.4,634.7,42.1,30.4,41.9,60.6,45.0,40.0,72.0,65.0,55.0,40.0,55.0,58.9
2025-03-04 15:00:00,Tadepalligudem,15,1,3,39.1,30.2,17.0,557.8,41.5,30.0,42.0,59.4,45.0,40.0,72.0,65.0,55.0,40.0,55.0,58.1
2025-03-04 16:00:00,Tadepalligudem,16,1,3,40.3,30.3,16.3,375.5,43.9,30.8,42.6,64.0,45.0,40.0,72.0,65.0,55.0,40.0,55.0,61.3
2025-03-04 17:00:00,Tadepalligudem,17,1,3,39.8,29.5,14.4,190.9,42.5,30.1,41.0,59.6,45.0,40.0,72.0,65.0,55.0,40.0,55.0,58.2
2025-03-04 18:00:00,Tadepalligudem,18,1,3,40.2,26.3,11.0,52.3,41.9,29.6,40.7,57.8,45.0,40.0,72.0,65.0,55.0,40.0,55.0,57.0
2025-03-04 19:00:00,Tadepalligudem,19,1,3,38.5,34.4,14.8,0.0,42.0,29.7,38.3,55.6,45.0,40.0,72.0,65.0,55.0,40.0,55.0,55.4
2025-03-04 20:00:00,Tadepalligudem,20,1,3,38.8,32.6,12.0,0.0,41.9,29.7,38.8,56.0,45.0,40.0,72.0,65.0,55.0,40.0,55.0,55.7
2025-03-04 21:00:00,Tadepalligudem,21,1,3,36.7,36.6,9.5,0.0,39.3,28.6,36.7,49.2,45.0,40.0,72.0,65.0,55.0,40.0,55.0,50.9
2025-03-04 22:00:00,Tadepalligudem,22,1,3,36.5,36.7,8.4,0.0,39.0,28.4,36.6,48.4,45.0,40.0,72.0,65.0,55.0,40.0,55.0,50.4
2025-03-04 23:00:00,Tadepalligudem,23,1,3,34.3,43.2,8.5,0.0,36.9,27.5,34.3,42.2,45.0,40.0,72.0,65.0,55.0,40.0,55.0,46.0
2025-03-05 00:00:00,Tadepalligudem,0,2,3,32.8,47.4,10.0,0.0,35.2,26.8,32.4,37.2,45.0,40.0,72.0,65.0,55.0,40.0,55.0,42.5
2025-03-05 01:00:00,Tadepalligudem,1,2,3,31.7,48.7,9.7,0.0,33.5,26.0,31.1,32.6,45.0,40.0,72.0,65.0,55.0,40.0,55.0,39.3
2025-03-05 02:00:00,Tadepalligudem,2,2,3,30.0,50.9,7.2,0.0,31.2,24.7,29.7,26.4,45.0,40.0,72.0,65.0,55.0,40.0,55.0,35.0
2025-03-05 03:00:00,Tadepalligudem,3,2,3,29.8,54.9,12.8,0.0,31.5,25.0,28.3,25.9,45.0,40.0,72.0,65.0,55.0,40.0,55.0,34.6
2025-03-05 04:00:00,Tadepalligudem,4,2,3,29.9,53.7,9.4,0.0,31.5,25.0,29.3,26.8,45.0,40.0,72.0,65.0,55.0,40.0,55.0,35.3
2025-03-05 05:00:00,Tadepalligudem,5,2,3,28.6,57.2,9.2,0.0,30.0,24.2,27.9,22.4,45.0,40.0,72.0,65.0,55.0,40.0,55.0,32.2
2025-03-05 06:00:00,Tadepalligudem,6,2,3,29.6,53.1,14.3,13.0,30.9,24.6,27.6,23.8,45.0,40.0,72.0,65.0,55.0,40.0,55.0,33.2
2025-03-05 07:00:00,Tadepalligudem,7,2,3,29.9,54.8,10.2,211.4,31.7,25.4,30.7,29.2,45.0,40.0,72.0,65.0,55.0,40.0,55.0,36.9
2025-03-05 08:00:00,Tadepalligudem,8,2,3,31.0,51.3,10.1,377.4,32.9,26.1,33.0,34.0,45.0,40.0,72.0,65.0,55.0,40.0,55.0,40.3
2025-03-05 09:00:00,Tadepalligudem,9,2,3,32.0,49.9,15.2,566.6,34.3,27.0,34.1,38.3,45.0,40.0,72.0,65.0,55.0,40.0,55.0,43.3
2025-03-05 10:00:00,Tadepalligudem,10,2,3,34.6,41.0,14.0,671.3,36.8,28.2,37.7,46.7,45.0,40.0,72.0,65.0,55.0,40.0,55.0,49.2
2025-03-05 11:00:00,Tadepalligudem,11,2,3,36.1,37.2,12.6,703.5,38.4,29.0,39.8,52.0,45.0,40.0,72.0,65.0,55.0,40.0,55.0,52.9
2025-03-05 12:00:00,Tadepalligudem,12,2,3,34.9,40.7,15.0,731.0,37.2,28.4,38.2,48.0,45.0,40.0,72.0,65.0,55.0,40.0,55.0,50.1
2025-03-05 13:00:00,Tadepalligudem,13,2,3,37.7,38.7,13.5,748.2,42.2,30.6,42.1,61.3,45.0,40.0,72.0,65.0,55.0,40.0,55.0,59.4
2025-03-05 14:00:00,Tadepalligudem,14,2,3,38.1,34.9,19.6,616.5,41.4,30.0,41.1,58.3,45.0,40.0,72.0,65.0,55.0,40.0,55.0,57.3
2025-03-05 15:00:00,Tadepalligudem,15,2,3,40.2,27.8,18.3,487.5,42.6,30.3,42.9,62.0,45.0,40.0,72.0,65.0,55.0,40.0,55.0,59.9
2025-03-05 16:00:00,Tadepalligudem,16,2,3,40.0,31.7,13.1,335.1,43.9,30.8,42.3,63.7,45.0,40.0,72.0,65.0,55.0,40.0,55.0,61.1
2025-03-05 17:00:00,Tadepalligudem,17,2,3,40.2,28.9,15.7,182.9,43.0,30.3,41.3,60.8,45.0,40.0,72.0,65.0,55.0,40.0,55.0,59.1
2025-03-05 18:00:00,Tadepalligudem,18,2,3,39.4,30.4,14.8,3.0,42.2,29.7,39.3,56.9,45.0,40.0,72.0,65.0,55.0,40.0,55.0,56.3
2025-03-05 19:00:00,Tadepalligudem,19,2,3,39.9,27.3,8.9,0.0,41.8,29.5,40.3,57.1,45.0,40.0,72.0,65.0,55.0,40.0,55.0,56.5
2025-03-05 20:00:00,Tadepalligudem,20,2,3,39.4,31.4,10.1,0.0,42.6,29.9,39.8,58.1,45.0,40.0,72.0,65.0,55.0,40.0,55.0,57.2
2025-03-05 21:00:00,Tadepalligudem,21,2,3,38.4,33.4,14.2,0.0,41.4,29.5,38.1,54.4,45.0,40.0,72.0,65.0,55.0,40.0,55.0,54.6
2025-03-05 22:00:00,Tadepalligudem,22,2,3,36.2,42.7,14.9,0.0,40.6,29.1,35.7,50.5,45.0,40.0,72.0,65.0,55.0,40.0,55.0,51.8
2025-03-05 23:00:00,Tadepalligudem,23,2,3,34.6,44.4,11.5,0.0,37.8,28.0,34.2,44.0,45.0,40.0,72.0,65.0,55.0,40.0,55.0,47.3
2025-03-06 00:00:00,Tadepalligudem,0,3,3,34.4,41.9,11.1,0.0,36.7,27.4,33.8,41.3,45.0,40.0,72.0,65.0,55.0,40.0,55.0,45.4
2025-03-06 01:00:00,Tadepalligudem,1,3,3,32.9,44.0,6.1,0.0,34.5,26.4,33.0,36.3,45.0,40.0,72.0,65.0,55.0,40.0,55.0,41.9
2025-03-06 02:00:00,Tadepalligudem,2,3,3,29.9,54.3,10.8,0.0,31.6,25.0,28.9,26.6,45.0,40.0,72.0,65.0,55.0,40.0,55.0,35.1
2025-03-06 03:00:00,Tadepalligudem,3,3,3,31.1,52.1,13.2,0.0,33.2,25.9,29.8,30.8,45.0,40.0,72.0,65.0,55.0,40.0,55.0,38.1
2025-03-06 04:00:00,Tadepalligudem,4,3,3,28.8,54.2,9.3,0.0,29.9,24.0,27.9,21.9,45.0,40.0,72.0,65.0,55.0,40.0,55.0,31.8
2025-03-06 05:00:00,Tadepalligudem,5,3,3,29.7,55.3,4.7,0.0,31.4,25.0,30.3,27.7,45.0,40.0,72.0,65.0,55.0,40.0,55.0,35.9
2025-03-06 06:00:00,Tadepalligudem,6,3,3,29.6,53.0,11.4,16.7,30.9,24.6,28.4,24.6,45.0,40.0,72.0,65.0,55.0,40.0,55.0,33.7
2025-03-06 07:00:00,Tadepalligudem,7,3,3,29.6,54.6,11.1,167.6,31.2,25.0,29.8,27.0,45.0,40.0,72.0,65.0,55.0,40.0,55.0,35.4
2025-03-06 08:00:00,Tadepalligudem,8,3,3,31.7,48.5,10.7,387.6,33.5,26.4,33.6,35.8,45.0,40.0,72.0,65.0,55.0,40.0,55.0,41.6
2025-03-06 09:00:00,Tadepalligudem,9,3,3,31.7,50.3,11.4,504.4,33.9,26.8,34.3,37.7,45.0,40.0,72.0,65.0,55.0,40.0,55.0,42.9
2025-03-06 10:00:00,Tadepalligudem,10,3,3,32.8,51.7,11.8,650.4,36.4,28.1,36.6,45.0,45.0,40.0,72.0,65.0,55.0,40.0,55.0,48.0
2025-03-06 11:00:00,Tadepalligudem,11,3,3,35.1,41.9,15.7,718.9,38.0,28.8,38.4,49.8,45.0,40.0,72.0,65.0,55.0,40.0,55.0,51.4
2025-03-06 12:00:00,Tadepalligudem,12,3,3,36.9,36.7,13.9,735.6,39.8,29.6,40.8,55.6,45.0,40.0,72.0,65.0,55.0,40.0,55.0,55.4
2025-03-06 13:00:00,Tadepalligudem,13,3,3,36.3,36.2,19.0,758.6,38.4,28.9,39.5,51.5,45.0,40.0,72.0,65.0,55.0,40.0,55.0,52.5
2025-03-06 14:00:00,Tadepalligudem,14,3,3,38.7,34.5,22.7,657.3,42.5,30.5,42.1,61.4,45.0,40.0,72.0,65.0,55.0,40.0,55.0,59.5
2025-03-06 15:00:00,Tadepalligudem,15,3,3,40.4,28.9,10.9,506.4,43.4,30.9,43.9,64.9,45.0,40.0,72.0,65.0,55.0,40.0,55.0,61.9
2025-03-06 16:00:00,Tadepalligudem,16,3,3,40.4,27.7,13.0,339.4,42.9,30.4,42.6,62.2,45.0,40.0,72.0,65.0,55.0,40.0,55.0,60.0
2025-03-06 17:00:00,Tadepalligudem,17,3,3,39.8,34.0,14.1,216.2,44.6,31.0,41.4,63.9,45.0,40.0,72.0,65.0,55.0,40.0,55.0,61.2
2025-03-06 18:00:00,Tadepalligudem,18,3,3,41.2,27.4,17.3,0.0,44.3,30.6,41.6,63.0,45.0,40.0,72.0,65.0,55.0,40.0,55.0,60.6
2025-03-06 19:00:00,Tadepalligudem,19,3,3,40.1,27.8,12.3,0.0,42.4,29.8,40.3,58.3,45.0,40.0,72.0,65.0,55.0,40.0,55.0,57.3
2025-03-06 20:00:00,Tadepalligudem,20,3,3,38.3,31.5,14.3,0.0,40.5,29.0,37.9,52.4,45.0,40.0,72.0,65.0,55.0,40.0,55.0,53.2
2025-03-06 21:00:00,Tadepalligudem,21,3,3,38.9,30.0,12.6,0.0,41.1,29.2,38.8,54.3,45.0,40.0,72.0,65.0,55.0,40.0,55.0,54.5
2025-03-06 22:00:00,Tadepalligudem,22,3,3,36.0,39.0,9.0,0.0,38.8,28.4,36.0,47.5,45.0,40.0,72.0,65.0,55.0,40.0,55.0,49.8
2025-03-06 23:00:00,Tadepalligudem,23,3,3,34.5,43.7,7.8,0.0,37.4,27.8,34.7,43.7,45.0,40.0,72.0,65.0,55.0,40.0,55.0,47.1
2025-03-07 00:00:00,Tadepalligudem,0,4,3,33.9,45.9,8.8,0.0,36.9,27.6,33.9,42.0,45.0,40.0,72.0,65.0,55.0,40.0,55.0,45.9
2025-03-07 01:00:00,Tadepalligudem,1,4,3,31.9,49.7,11.0,0.0,34.1,26.3,31.1,33.8,45.0,40.0,72.0,65.0,55.0,40.0,55.0,40.2
2025-03-07 02:00:00,Tadepalligudem,2,4,3,31.6,49.7,9.2,0.0,33.6,26.0,31.2,32.8,45.0,40.0,72.0,65.0,55.0,40.0,55.0,39.5
2025-03-07 03:00:00,Tadepalligudem,3,4,3,30.9,50.0,10.5,0.0,32.5,25.4,30.0,29.3,45.0,40.0,72.0,65.0,55.0,40.0,55.0,37.0
2025-03-07 04:00:00,Tadepalligudem,4,4,3,29.5,57.9,7.5,0.0,31.5,25.1,29.6,27.3,45.0,40.0,72.0,65.0,55.0,40.0,55.0,35.6
